Frame,Type,Speed,Angle,MidHeight,MaxHeight
494,例外,62.13288834392815,58.74706270834681,5.423927135955003,5.519814792122208
690,長球,97.28324785911207,32.47070387659024,4.393263084478363,6.125193146371016
903,長球,76.84149515125969,22.073345250566796,5.352268120219814,5.410269836691863
1094,例外,97.77973030668186,27.30512154308409,5.524005546404797,6.748053550661043
1319,例外,43.817204756554865,-23.044921453975817,5.725282081722224,5.987297088227657
1528,例外,41.594708628937575,-12.287162504520435,0.0,5.870558725811762
1673,例外,302.0940820731786,77.09026890047292,0.0,21.9986436352483
